group_number,group_id,longitude,latitude,time,particles,geometry,index_right,ID,GRIDCODE,Wetland,Shape_Area,Shape_Len,start_lat,start_lon
4137,41,-82.63086,43.819855,2023-03-03 06:00:00,1581,POINT (-82.630859375 43.819854736328125),2815,738922,18,Phragmites,1112123.76375,14689.7178502,43.8242506982,-82.6337986615
4138,41,-82.64789,43.856396,2023-01-01 00:00:00,1582,POINT (-82.64788818359375 43.85639572143555),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4139,41,-82.62927,43.81418,2023-03-03 18:00:00,1583,POINT (-82.6292724609375 43.814178466796875),2891,744164,18,Phragmites,457637.170319,6155.38206531,43.8124776969,-82.6291984813
4140,41,-82.6499,43.854397,2023-01-01 00:00:00,1584,POINT (-82.64990234375 43.85439682006836),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4141,41,-82.64673,43.849083,2023-03-04 00:00:00,1585,POINT (-82.646728515625 43.849082946777344),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4142,41,-82.62198,43.794945,2023-03-03 06:00:00,1586,POINT (-82.62197875976562 43.794944763183594),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4143,41,-82.72989,43.97753,2023-01-05 00:00:00,1587,POINT (-82.72988891601562 43.97753143310547),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4144,41,-82.6499,43.856396,2023-01-01 00:00:00,1588,POINT (-82.64990234375 43.85639572143555),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4146,41,-82.65091,43.863068,2023-01-02 00:00:00,1590,POINT (-82.65090942382812 43.863067626953125),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
415,4,-83.563446,45.350056,2023-09-11 06:00:00,138,POINT (-83.56344604492188 45.35005569458008),212,82838,24,Forested Wetland,34411619.1647,126688.018075,45.3466406802,-83.5520858944
416,4,-83.58316,45.35267,2023-09-11 00:00:00,139,POINT (-83.58316040039062 45.35266876220703),211,81409,23,Shrub Wetland,12086676.545,74549.8196307,45.3452117347,-83.5819892159
4200,42,-83.46777,43.759533,2023-03-04 12:00:00,1591,POINT (-83.4677734375 43.7595329284668),3276,780853,18,Phragmites,3664115.29167,18778.7545248,43.7587037163,-83.4744238523
4201,42,-83.33777,43.899868,2023-01-02 06:00:00,1592,POINT (-83.3377685546875 43.89986801147461),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4202,42,-83.47513,43.756977,2023-03-04 18:00:00,1593,POINT (-83.47512817382812 43.75697708129883),3276,780853,18,Phragmites,3664115.29167,18778.7545248,43.7587037163,-83.4744238523
4203,42,-83.33887,43.90178,2023-02-02 18:00:00,1594,POINT (-83.3388671875 43.90177917480469),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4204,42,-83.465546,43.793423,2023-03-05 06:00:00,1595,POINT (-83.46554565429688 43.79342269897461),2929,747439,18,Phragmites,1831229.30464,13040.7452039,43.7943482081,-83.4669510786
4205,42,-83.435455,43.825558,2023-03-25 06:00:00,1596,POINT (-83.43545532226562 43.825557708740234),2633,719157,17,Typha,1242713.58203,9022.29566484,43.8258082777,-83.4338630079
4206,42,-83.46838,43.793728,2023-03-05 06:00:00,1597,POINT (-83.4683837890625 43.79372787475586),2929,747439,18,Phragmites,1831229.30464,13040.7452039,43.7943482081,-83.4669510786
4207,42,-83.3389,43.90103,2023-01-02 06:00:00,1598,POINT (-83.33889770507812 43.901031494140625),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4208,42,-83.2616,43.97242,2023-05-01 18:00:00,1599,POINT (-83.2615966796875 43.97241973876953),1905,652147,18,Phragmites,410368.647662,3774.74762765,43.9715083244,-83.2611833279
4209,42,-83.39929,43.836075,2023-05-03 12:00:00,1600,POINT (-83.3992919921875 43.83607482910156),2557,708725,17,Typha,223660.713648,3117.04205251,43.8363956622,-83.3999330647
4210,42,-83.4715,43.75753,2023-03-04 12:00:00,1601,POINT (-83.47149658203125 43.757530212402344),3276,780853,18,Phragmites,3664115.29167,18778.7545248,43.7587037163,-83.4744238523
4211,42,-83.34036,43.90217,2023-01-02 06:00:00,1602,POINT (-83.34036254882812 43.90216827392578),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4212,42,-83.42917,43.83074,2023-03-04 00:00:00,1603,POINT (-83.42916870117188 43.83074188232422),2587,712898,17,Typha,887897.126451,9185.07108828,43.8318636745,-83.4277873302
4213,42,-83.33865,43.901016,2023-01-01 12:00:00,1604,POINT (-83.33865356445312 43.90101623535156),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4214,42,-83.3414,43.903564,2023-02-02 12:00:00,1605,POINT (-83.34140014648438 43.903564453125),2121,675141,15,Emergent Wetland,31953.0116548,902.308561302,43.9037813648,-83.341152055
4215,42,-83.34033,43.902004,2023-01-02 00:00:00,1606,POINT (-83.34033203125 43.90200424194336),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4216,42,-83.34024,43.90205,2023-01-01 18:00:00,1607,POINT (-83.34024047851562 43.90205001831055),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4217,42,-83.42554,43.836246,2023-03-04 00:00:00,1608,POINT (-83.425537109375 43.836246490478516),2647,720973,18,Phragmites,8919287.50623,45277.447228,43.8246804361,-83.4380380664
4218,42,-83.46747,43.75923,2023-03-04 12:00:00,1609,POINT (-83.46746826171875 43.75923156738281),3276,780853,18,Phragmites,3664115.29167,18778.7545248,43.7587037163,-83.4744238523
4219,42,-83.33908,43.900497,2023-01-02 06:00:00,1610,POINT (-83.33908081054688 43.90049743652344),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
422,4,-84.1264,45.549385,2023-07-13 00:00:00,145,POINT (-84.12640380859375 45.54938507080078),3,6245,15,Emergent Wetland,189923.26647,3201.14224196,45.5509230331,-84.1266871113
4220,42,-83.34097,43.902885,2023-01-02 06:00:00,1611,POINT (-83.34097290039062 43.90288543701172),2124,675503,18,Phragmites,67269.5139535,1230.38086127,43.9032075089,-83.3407783106
4221,42,-83.34094,43.903217,2023-02-02 12:00:00,1612,POINT (-83.3409423828125 43.90321731567383),2124,675503,18,Phragmites,67269.5139535,1230.38086127,43.9032075089,-83.3407783106
4222,42,-83.338745,43.901638,2023-01-02 06:00:00,1613,POINT (-83.3387451171875 43.90163803100586),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4223,42,-83.337006,43.89935,2023-02-03 00:00:00,1614,POINT (-83.33700561523438 43.899349212646484),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4224,42,-83.33902,43.901005,2023-02-03 00:00:00,1615,POINT (-83.33901977539062 43.901004791259766),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4225,42,-83.34012,43.90181,2023-01-02 06:00:00,1616,POINT (-83.34011840820312 43.90180969238281),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4226,42,-83.339294,43.900707,2023-01-02 12:00:00,1617,POINT (-83.33929443359375 43.90070724487305),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4227,42,-83.33862,43.900818,2023-01-02 12:00:00,1618,POINT (-83.338623046875 43.90081787109375),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4228,42,-83.339325,43.901337,2023-01-02 06:00:00,1619,POINT (-83.33932495117188 43.901336669921875),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4229,42,-83.33789,43.90021,2023-01-02 12:00:00,1620,POINT (-83.337890625 43.900211334228516),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4230,42,-83.33862,43.900177,2023-01-02 06:00:00,1621,POINT (-83.338623046875 43.900177001953125),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4231,42,-83.34033,43.902252,2023-02-02 18:00:00,1622,POINT (-83.34033203125 43.902252197265625),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4232,42,-83.33884,43.90019,2023-01-01 12:00:00,1623,POINT (-83.33883666992188 43.90018844604492),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4233,42,-83.339264,43.90144,2023-01-02 00:00:00,1624,POINT (-83.33926391601562 43.90143966674805),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4234,42,-83.33908,43.90036,2023-02-03 00:00:00,1625,POINT (-83.33908081054688 43.900360107421875),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4235,42,-83.33969,43.901104,2023-01-02 12:00:00,1626,POINT (-83.33969116210938 43.90110397338867),2160,677740,18,Phragmites,1005681.48395,9351.38701546,43.9001929401,-83.3376318216
4300,43,-82.67944,43.886314,2023-06-04 00:00:00,1627,POINT (-82.679443359375 43.886314392089844),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4301,43,-82.62698,43.80666,2023-06-04 06:00:00,1628,POINT (-82.62698364257812 43.80665969848633),2940,747946,18,Phragmites,53839.7332831,1230.86406398,43.8062696824,-82.6266697851
4302,43,-82.63397,43.832184,2023-01-01 00:00:00,1629,POINT (-82.63397216796875 43.832183837890625),2710,727212,18,Phragmites,1017903.22719,11896.005568,43.8324647105,-82.6353850954
4303,43,-82.621216,43.796684,2023-03-03 00:00:00,1630,POINT (-82.6212158203125 43.79668426513672),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4304,43,-82.61429,43.77477,2023-03-03 12:00:00,1631,POINT (-82.61428833007812 43.7747688293457),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4305,43,-82.6225,43.79496,2023-03-03 18:00:00,1632,POINT (-82.62249755859375 43.794960021972656),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4306,43,-82.68265,43.91149,2023-06-03 12:00:00,1633,POINT (-82.68264770507812 43.91149139404297),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4307,43,-82.65274,43.86056,2023-03-04 06:00:00,1634,POINT (-82.65274047851562 43.86056137084961),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4308,43,-82.7211,43.963585,2023-01-05 00:00:00,1635,POINT (-82.72109985351562 43.963584899902344),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4309,43,-82.65274,43.8606,2023-03-04 06:00:00,1636,POINT (-82.65274047851562 43.860599517822266),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4310,43,-82.64691,43.851242,2023-03-04 00:00:00,1637,POINT (-82.64691162109375 43.85124206542969),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4311,43,-82.61377,43.771362,2023-03-03 12:00:00,1638,POINT (-82.61376953125 43.7713623046875),3285,782115,18,Phragmites,427355.21314,4921.15759752,43.7708807508,-82.6151415653
4312,43,-82.61392,43.773823,2023-03-03 06:00:00,1639,POINT (-82.61392211914062 43.77382278442383),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4313,43,-82.651886,43.859188,2023-03-04 06:00:00,1640,POINT (-82.65188598632812 43.859188079833984),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4314,43,-82.65268,43.860477,2023-03-04 06:00:00,1641,POINT (-82.65267944335938 43.860477447509766),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4315,43,-82.66586,43.87812,2023-06-03 18:00:00,1642,POINT (-82.66586303710938 43.87812042236328),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4316,43,-82.61447,43.774483,2023-03-03 12:00:00,1643,POINT (-82.61447143554688 43.77448272705078),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4317,43,-82.61496,43.778553,2023-03-03 06:00:00,1644,POINT (-82.61495971679688 43.7785530090332),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4318,43,-82.65057,43.863197,2023-06-03 18:00:00,1645,POINT (-82.65057373046875 43.863197326660156),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4319,43,-82.6138,43.772686,2023-03-03 06:00:00,1646,POINT (-82.61380004882812 43.77268600463867),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4320,43,-82.63428,43.83308,2023-05-01 06:00:00,1647,POINT (-82.63427734375 43.83308029174805),2710,727212,18,Phragmites,1017903.22719,11896.005568,43.8324647105,-82.6353850954
4321,43,-82.65234,43.86455,2023-03-02 06:00:00,1648,POINT (-82.65234375 43.86455154418945),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4322,43,-82.61374,43.773884,2023-03-03 06:00:00,1649,POINT (-82.61373901367188 43.77388381958008),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4323,43,-82.652985,43.86097,2023-03-04 06:00:00,1650,POINT (-82.65298461914062 43.86096954345703),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4324,43,-82.62845,43.80997,2023-11-21 06:00:00,1651,POINT (-82.62844848632812 43.80997085571289),2904,745716,14,Aquatic Bed,90854.4627434,1723.71787867,43.8091399817,-82.6284811404
4325,43,-82.612976,43.771946,2023-03-03 06:00:00,1652,POINT (-82.61297607421875 43.77194595336914),3285,782115,18,Phragmites,427355.21314,4921.15759752,43.7708807508,-82.6151415653
4326,43,-82.72,43.96451,2023-06-03 18:00:00,1653,POINT (-82.72000122070312 43.96451187133789),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4327,43,-82.68207,43.891415,2023-06-04 00:00:00,1654,POINT (-82.68206787109375 43.891414642333984),2303,686055,23,Shrub Wetland,980864.990488,14933.0492913,43.8928630327,-82.684395099
4328,43,-82.61377,43.77237,2023-03-03 12:00:00,1655,POINT (-82.61376953125 43.772369384765625),3269,779975,18,Phragmites,6730.00873396,410.287773772,43.7724474827,-82.6136718849
4329,43,-82.61304,43.77132,2023-03-03 06:00:00,1656,POINT (-82.613037109375 43.77132034301758),3285,782115,18,Phragmites,427355.21314,4921.15759752,43.7708807508,-82.6151415653
4330,43,-82.61386,43.77519,2023-03-03 06:00:00,1657,POINT (-82.61386108398438 43.77518844604492),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4331,43,-82.62305,43.79492,2023-06-03 18:00:00,1658,POINT (-82.623046875 43.794921875),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4332,43,-82.634796,43.83073,2023-03-04 00:00:00,1659,POINT (-82.63479614257812 43.83073043823242),2710,727212,18,Phragmites,1017903.22719,11896.005568,43.8324647105,-82.6353850954
4333,43,-82.7059,43.94479,2023-06-03 18:00:00,1660,POINT (-82.70590209960938 43.94478988647461),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4334,43,-82.62222,43.795116,2023-03-03 18:00:00,1661,POINT (-82.62222290039062 43.79511642456055),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4335,43,-82.6138,43.772316,2023-03-03 12:00:00,1662,POINT (-82.61380004882812 43.772315979003906),3268,779974,14,Aquatic Bed,8412.50960762,410.287743317,43.7724663653,-82.6139286636
4336,43,-82.61389,43.775436,2023-03-03 12:00:00,1663,POINT (-82.6138916015625 43.77543640136719),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4337,43,-82.52023,43.21846,2023-05-10 18:00:00,1664,POINT (-82.52023315429688 43.21846008300781),4329,1375389,18,Phragmites,15143.1229727,656.458169396,43.2182617605,-82.5201854272
4338,43,-82.63101,43.817303,2023-03-03 18:00:00,1665,POINT (-82.63101196289062 43.81730270385742),2815,738922,18,Phragmites,1112123.76375,14689.7178502,43.8242506982,-82.6337986615
4339,43,-82.6463,43.855484,2023-03-01 12:00:00,1666,POINT (-82.64630126953125 43.85548400878906),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
434,4,-83.54248,45.356663,2023-10-09 12:00:00,157,POINT (-83.54248046875 45.35666275024414),212,82838,24,Forested Wetland,34411619.1647,126688.018075,45.3466406802,-83.5520858944
4340,43,-82.64685,43.85054,2023-03-04 06:00:00,1667,POINT (-82.6468505859375 43.85054016113281),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4341,43,-82.622375,43.795277,2023-03-03 18:00:00,1668,POINT (-82.62237548828125 43.7952766418457),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4342,43,-82.61386,43.77234,2023-03-03 12:00:00,1669,POINT (-82.61386108398438 43.7723388671875),3268,779974,14,Aquatic Bed,8412.50960762,410.287743317,43.7724663653,-82.6139286636
4343,43,-82.61417,43.77642,2023-03-03 06:00:00,1670,POINT (-82.61416625976562 43.77642059326172),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4344,43,-82.62311,43.79476,2023-03-03 12:00:00,1671,POINT (-82.62310791015625 43.794761657714844),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4345,43,-82.68591,43.913555,2023-01-04 00:00:00,1672,POINT (-82.6859130859375 43.91355514526367),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4346,43,-82.65091,43.857788,2023-03-04 06:00:00,1673,POINT (-82.65090942382812 43.8577880859375),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4347,43,-82.646454,43.849823,2023-03-04 00:00:00,1674,POINT (-82.64645385742188 43.849822998046875),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4348,43,-82.61398,43.772503,2023-03-03 12:00:00,1675,POINT (-82.61398315429688 43.77250289916992),3268,779974,14,Aquatic Bed,8412.50960762,410.287743317,43.7724663653,-82.6139286636
4349,43,-82.62421,43.800083,2023-03-03 12:00:00,1676,POINT (-82.62420654296875 43.80008316040039),3042,755093,18,Phragmites,143011.979946,2707.94273968,43.7992666406,-82.6239475863
4350,43,-82.68939,43.91499,2023-06-04 00:00:00,1677,POINT (-82.68939208984375 43.91498947143555),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4400,44,-82.621185,43.796616,2023-03-03 00:00:00,1678,POINT (-82.62118530273438 43.79661560058594),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4401,44,-82.63406,43.83035,2023-01-01 00:00:00,1679,POINT (-82.63406372070312 43.83034896850586),2710,727212,18,Phragmites,1017903.22719,11896.005568,43.8324647105,-82.6353850954
4402,44,-82.6463,43.85564,2023-03-01 12:00:00,1680,POINT (-82.64630126953125 43.85564041137695),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4403,44,-82.65137,43.866688,2023-03-02 06:00:00,1681,POINT (-82.6513671875 43.8666877746582),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4404,44,-82.646576,43.847054,2023-03-04 00:00:00,1682,POINT (-82.64657592773438 43.84705352783203),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4405,44,-82.61392,43.77569,2023-03-03 12:00:00,1683,POINT (-82.61392211914062 43.77568817138672),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4406,44,-82.6138,43.77236,2023-03-03 12:00:00,1684,POINT (-82.61380004882812 43.772361755371094),3268,779974,14,Aquatic Bed,8412.50960762,410.287743317,43.7724663653,-82.6139286636
4407,44,-82.646484,43.847183,2023-03-04 00:00:00,1685,POINT (-82.646484375 43.84718322753906),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4408,44,-82.65262,43.860283,2023-03-04 06:00:00,1686,POINT (-82.65261840820312 43.86028289794922),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4410,44,-82.61377,43.77146,2023-03-03 12:00:00,1688,POINT (-82.61376953125 43.771461486816406),3285,782115,18,Phragmites,427355.21314,4921.15759752,43.7708807508,-82.6151415653
4411,44,-82.61691,43.75846,2023-06-03 18:00:00,1689,POINT (-82.61691284179688 43.758460998535156),3361,794500,18,Phragmites,2081250.88047,18875.0637708,43.7614476855,-82.6173597452
4412,44,-82.61374,43.770935,2023-03-03 12:00:00,1690,POINT (-82.61373901367188 43.77093505859375),3285,782115,18,Phragmites,427355.21314,4921.15759752,43.7708807508,-82.6151415653
4413,44,-82.63406,43.82835,2023-01-01 00:00:00,1691,POINT (-82.63406372070312 43.82835006713867),2710,727212,18,Phragmites,1017903.22719,11896.005568,43.8324647105,-82.6353850954
4414,44,-82.651276,43.863556,2023-07-04 00:00:00,1692,POINT (-82.65127563476562 43.863555908203125),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4415,44,-82.64639,43.854992,2023-04-01 06:00:00,1693,POINT (-82.64639282226562 43.8549919128418),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4416,44,-82.6138,43.77271,2023-03-03 06:00:00,1694,POINT (-82.61380004882812 43.772708892822266),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4417,44,-82.679565,43.892216,2023-07-04 00:00:00,1695,POINT (-82.6795654296875 43.892215728759766),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4418,44,-82.61389,43.77524,2023-03-03 06:00:00,1696,POINT (-82.6138916015625 43.77524185180664),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4419,44,-82.61307,43.7717,2023-03-03 06:00:00,1697,POINT (-82.61306762695312 43.77170181274414),3285,782115,18,Phragmites,427355.21314,4921.15759752,43.7708807508,-82.6151415653
4420,44,-82.61386,43.772537,2023-03-03 12:00:00,1698,POINT (-82.61386108398438 43.77253723144531),3268,779974,14,Aquatic Bed,8412.50960762,410.287743317,43.7724663653,-82.6139286636
4421,44,-82.64688,43.850735,2023-03-04 00:00:00,1699,POINT (-82.64688110351562 43.85073471069336),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4422,44,-82.61496,43.778534,2023-03-03 06:00:00,1700,POINT (-82.61495971679688 43.778533935546875),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4423,44,-82.61447,43.774437,2023-03-03 12:00:00,1701,POINT (-82.61447143554688 43.774436950683594),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4424,44,-82.66589,43.87795,2023-06-03 18:00:00,1702,POINT (-82.6658935546875 43.87794876098633),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4425,44,-82.65204,43.86329,2023-03-02 12:00:00,1703,POINT (-82.65203857421875 43.86328887939453),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4426,44,-82.6525,43.860107,2023-03-04 06:00:00,1704,POINT (-82.65249633789062 43.860107421875),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4427,44,-82.61386,43.775463,2023-03-03 06:00:00,1705,POINT (-82.61386108398438 43.77546310424805),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4428,44,-82.61426,43.774788,2023-03-03 12:00:00,1706,POINT (-82.6142578125 43.77478790283203),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4429,44,-82.62262,43.795166,2023-03-03 18:00:00,1707,POINT (-82.62261962890625 43.795166015625),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4430,44,-82.64545,43.84577,2023-03-04 00:00:00,1708,POINT (-82.64544677734375 43.84577178955078),2576,711557,18,Phragmites,264148.902969,4018.58501791,43.8462653463,-82.6444370029
4431,44,-82.63406,43.83235,2023-01-01 00:00:00,1709,POINT (-82.63406372070312 43.83235168457031),2710,727212,18,Phragmites,1017903.22719,11896.005568,43.8324647105,-82.6353850954
4432,44,-82.646576,43.850853,2023-03-04 00:00:00,1710,POINT (-82.64657592773438 43.850852966308594),2569,710340,18,Phragmites,1135670.42177,9106.1070914,43.8495362907,-82.6472166255
4433,44,-82.622345,43.794807,2023-03-03 18:00:00,1711,POINT (-82.62234497070312 43.79480743408203),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4434,44,-82.614044,43.77264,2023-03-03 12:00:00,1712,POINT (-82.61404418945312 43.772640228271484),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4435,44,-82.61389,43.774803,2023-03-03 06:00:00,1713,POINT (-82.6138916015625 43.774803161621094),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4436,44,-82.62323,43.794136,2023-03-03 12:00:00,1714,POINT (-82.62322998046875 43.79413604736328),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
4437,44,-82.68564,43.913795,2023-01-04 00:00:00,1715,POINT (-82.68563842773438 43.913795471191406),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4438,44,-82.65195,43.85927,2023-03-04 06:00:00,1716,POINT (-82.65194702148438 43.85926818847656),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4439,44,-82.6142,43.776623,2023-03-03 06:00:00,1717,POINT (-82.61419677734375 43.7766227722168),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4440,44,-82.61389,43.772415,2023-03-03 12:00:00,1718,POINT (-82.6138916015625 43.77241516113281),3268,779974,14,Aquatic Bed,8412.50960762,410.287743317,43.7724663653,-82.6139286636
4441,44,-82.68799,43.918068,2023-06-03 12:00:00,1719,POINT (-82.68798828125 43.918067932128906),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4442,44,-82.65271,43.86048,2023-03-04 06:00:00,1720,POINT (-82.6527099609375 43.86048126220703),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4500,45,-82.61401,43.77267,2023-03-03 12:00:00,1721,POINT (-82.614013671875 43.77267074584961),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4501,45,-82.677826,43.887524,2023-07-04 06:00:00,1722,POINT (-82.67782592773438 43.88752365112305),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
4502,45,-82.61438,43.774017,2023-03-03 12:00:00,1723,POINT (-82.6143798828125 43.774017333984375),3261,779670,18,Phragmites,930423.413718,10420.8516572,43.7765447804,-82.61436557
4503,45,-82.63632,43.835827,2023-01-01 00:00:00,1724,POINT (-82.63632202148438 43.8358268737793),2710,727212,18,Phragmites,1017903.22719,11896.005568,43.8324647105,-82.6353850954
