group_number,group_id,longitude,latitude,time,particles,geometry,index_right,ID,GRIDCODE,Wetland,Shape_Area,Shape_Len,start_lat,start_lon
12713,127,-83.51999,44.264458,2023-01-01 06:00:00,4685,POINT (-83.51998901367188 44.26445770263672),1149,520806,18,Phragmites,154700.229568,3936.6182181,44.2635070573,-83.5213430866
12714,127,-83.51135,44.271145,2023-03-01 18:00:00,4686,POINT (-83.5113525390625 44.27114486694336),1130,515388,18,Phragmites,141249.275615,2953.21915426,44.2716050511,-83.5105558314
12715,127,-83.52048,44.263954,2023-03-02 00:00:00,4687,POINT (-83.52047729492188 44.263954162597656),1149,520806,18,Phragmites,154700.229568,3936.6182181,44.2635070573,-83.5213430866
12717,127,-83.5242,44.25931,2023-02-02 00:00:00,4689,POINT (-83.52420043945312 44.25931167602539),1165,522932,18,Phragmites,132840.04643,2297.34439579,44.2595435267,-83.5246612788
12718,127,-83.520905,44.26404,2023-01-04 00:00:00,4690,POINT (-83.52090454101562 44.264041900634766),1149,520806,18,Phragmites,154700.229568,3936.6182181,44.2635070573,-83.5213430866
12720,127,-83.524445,44.260567,2023-04-01 06:00:00,4692,POINT (-83.52444458007812 44.26056671142578),1162,521733,18,Phragmites,18496.7166095,574.212802883,44.2607310844,-83.5246007651
12721,127,-83.544464,44.23534,2023-01-04 12:00:00,4693,POINT (-83.54446411132812 44.2353401184082),1200,537021,18,Phragmites,3362.98334362,246.158798198,44.2354340333,-83.5445070703
12722,127,-83.52481,44.258595,2023-06-02 06:00:00,4694,POINT (-83.52481079101562 44.25859451293945),1165,522932,18,Phragmites,132840.04643,2297.34439579,44.2595435267,-83.5246612788
12724,127,-83.54074,44.242332,2023-06-02 18:00:00,4696,POINT (-83.54074096679688 44.242332458496094),1192,533202,18,Phragmites,142927.284809,2707.99979599,44.2430298782,-83.540539751
12725,127,-83.54996,44.22198,2023-11-21 06:00:00,4697,POINT (-83.54995727539062 44.221981048583984),1213,548318,18,Phragmites,642326.54072,9356.18884075,44.2218645475,-83.5502960197
12726,127,-83.52118,44.263508,2023-09-01 06:00:00,4698,POINT (-83.52117919921875 44.26350784301758),1149,520806,18,Phragmites,154700.229568,3936.6182181,44.2635070573,-83.5213430866
12727,127,-83.54556,44.234043,2023-01-04 12:00:00,4699,POINT (-83.54556274414062 44.23404312133789),1203,539693,18,Phragmites,232045.56599,4431.34376607,44.2330060422,-83.5459482837
12728,127,-83.53259,44.25298,2023-06-02 06:00:00,4700,POINT (-83.5325927734375 44.25297927856445),1174,526540,18,Phragmites,30267.1556601,820.124970883,44.252891914,-83.5325951674
12729,127,-83.54965,44.22423,2023-01-04 18:00:00,4701,POINT (-83.54965209960938 44.2242317199707),1213,548318,18,Phragmites,642326.54072,9356.18884075,44.2218645475,-83.5502960197
12730,127,-83.55087,44.21932,2023-01-04 18:00:00,4702,POINT (-83.55087280273438 44.21931838989258),1213,548318,18,Phragmites,642326.54072,9356.18884075,44.2218645475,-83.5502960197
12731,127,-83.550934,44.22014,2023-01-04 18:00:00,4703,POINT (-83.55093383789062 44.22013854980469),1213,548318,18,Phragmites,642326.54072,9356.18884075,44.2218645475,-83.5502960197
12734,127,-83.515686,44.26685,2023-01-01 18:00:00,4706,POINT (-83.51568603515625 44.266849517822266),1142,517998,18,Phragmites,112662.66931,2213.98215167,44.2669026458,-83.5153400974
12735,127,-83.54373,44.236732,2023-04-01 12:00:00,4707,POINT (-83.54373168945312 44.236732482910156),1198,536209,18,Phragmites,3362.98544534,246.158918641,44.2366881672,-83.5437785
12736,127,-83.515015,44.266685,2023-08-03 00:00:00,4708,POINT (-83.5150146484375 44.266685485839844),1142,517998,18,Phragmites,112662.66931,2213.98215167,44.2669026458,-83.5153400974
12737,127,-83.5509,44.219566,2023-01-04 18:00:00,4709,POINT (-83.5509033203125 44.219566345214844),1213,548318,18,Phragmites,642326.54072,9356.18884075,44.2218645475,-83.5502960197
12738,127,-83.51523,44.267212,2023-07-03 00:00:00,4710,POINT (-83.51522827148438 44.2672119140625),1142,517998,18,Phragmites,112662.66931,2213.98215167,44.2669026458,-83.5153400974
12739,127,-83.51282,44.268528,2023-07-03 00:00:00,4711,POINT (-83.5128173828125 44.26852798461914),1137,516905,18,Phragmites,105936.761916,2378.50537412,44.2687094272,-83.5127506586
12741,127,-83.52658,44.25781,2023-02-01 06:00:00,4713,POINT (-83.52658081054688 44.257808685302734),1169,523794,18,Phragmites,159744.003729,2870.32022669,44.257386284,-83.5273875636
12742,127,-83.5401,44.24394,2023-06-02 18:00:00,4714,POINT (-83.54010009765625 44.24393844604492),1192,533202,18,Phragmites,142927.284809,2707.99979599,44.2430298782,-83.540539751
12743,127,-83.526,44.25785,2023-03-02 00:00:00,4715,POINT (-83.5260009765625 44.257850646972656),1169,523794,18,Phragmites,159744.003729,2870.32022669,44.257386284,-83.5273875636
12744,127,-83.53952,44.237713,2023-03-02 12:00:00,4716,POINT (-83.53952026367188 44.23771286010742),1196,535744,18,Phragmites,220275.970887,4100.60948984,44.2383559624,-83.541428315
12745,127,-83.54544,44.234413,2023-01-04 12:00:00,4717,POINT (-83.54544067382812 44.234413146972656),1203,539693,18,Phragmites,232045.56599,4431.34376607,44.2330060422,-83.5459482837
12801,128,-83.450195,45.027348,2023-07-03 18:00:00,4719,POINT (-83.4501953125 45.027347564697266),685,222151,15,Emergent Wetland,38678.1609658,1065.78302937,45.0273887605,-83.4498514792
12802,128,-83.268036,45.031387,2023-08-06 12:00:00,4720,POINT (-83.26803588867188 45.03138732910156),696,222495,15,Emergent Wetland,100912.773919,1887.49462424,45.0308384222,-83.2679980681
12803,128,-83.3978,44.910145,2023-04-02 06:00:00,4721,POINT (-83.39779663085938 44.9101448059082),822,253357,15,Emergent Wetland,10090.3058604,573.982838119,44.9100217392,-83.3979742731
12804,128,-83.44861,45.03748,2023-06-03 18:00:00,4722,POINT (-83.4486083984375 45.037479400634766),666,220985,15,Emergent Wetland,1727061.9844,15175.7011218,45.0372148411,-83.4490607326
12805,128,-83.447876,45.037712,2023-03-03 12:00:00,4723,POINT (-83.4478759765625 45.03771209716797),666,220985,15,Emergent Wetland,1727061.9844,15175.7011218,45.0372148411,-83.4490607326
12806,128,-83.413086,45.06519,2023-01-04 06:00:00,4724,POINT (-83.4130859375 45.065189361572266),524,208562,17,Typha,31952.4280154,983.922086672,45.0652716836,-83.413329184
12807,128,-83.41797,45.065533,2023-01-01 00:00:00,4725,POINT (-83.41796875 45.06553268432617),512,208483,17,Typha,178260.362134,3282.12067442,45.0660635088,-83.4180293297
12808,128,-83.42056,45.060413,2023-10-01 18:00:00,4726,POINT (-83.42056274414062 45.0604133605957),548,210933,18,Phragmites,58859.4407004,1393.29029281,45.0605432102,-83.4199370257
12809,128,-83.42087,45.06114,2023-03-01 06:00:00,4727,POINT (-83.42086791992188 45.06113815307617),545,210769,17,Typha,176578.365149,3526.88117108,45.0614027163,-83.420263463
12814,128,-83.315094,45.034622,2023-08-04 06:00:00,4732,POINT (-83.31509399414062 45.03462219238281),668,221124,18,Phragmites,203500.850997,4346.93064677,45.034204562,-83.3143373038
12817,128,-83.43118,45.00691,2023-04-01 18:00:00,4735,POINT (-83.43118286132812 45.00690841674805),782,229087,15,Emergent Wetland,100900.795882,2460.50120008,45.006389214,-83.4323872964
12819,128,-83.44885,45.037136,2023-05-14 12:00:00,4737,POINT (-83.4488525390625 45.03713607788086),666,220985,15,Emergent Wetland,1727061.9844,15175.7011218,45.0372148411,-83.4490607326
12820,128,-83.42276,45.060696,2023-02-01 12:00:00,4738,POINT (-83.42276000976562 45.06069564819336),551,211025,17,Typha,193394.997388,3115.21880297,45.0605316662,-83.4220957639
12821,128,-83.42743,45.05901,2023-02-01 12:00:00,4739,POINT (-83.42742919921875 45.05900955200195),554,211596,17,Typha,77357.7040764,1312.27095504,45.05897619,-83.427172547
12822,128,-83.41968,45.060684,2023-02-02 00:00:00,4740,POINT (-83.419677734375 45.06068420410156),548,210933,18,Phragmites,58859.4407004,1393.29029281,45.0605432102,-83.4199370257
12823,128,-83.41113,45.065464,2023-03-02 06:00:00,4741,POINT (-83.4111328125 45.06546401977539),511,208389,14,Aquatic Bed,1681.70939724,164.034852637,45.0654767924,-83.4111901136
12824,128,-83.42062,45.060566,2023-03-02 12:00:00,4742,POINT (-83.42062377929688 45.06056594848633),548,210933,18,Phragmites,58859.4407004,1393.29029281,45.0605432102,-83.4199370257
12825,128,-83.40433,44.918327,2023-04-02 06:00:00,4743,POINT (-83.40432739257812 44.91832733154297),812,251525,15,Emergent Wetland,79040.3520528,1723.35063091,44.9183621729,-83.4048404956
12826,128,-83.42142,45.06062,2023-06-02 18:00:00,4744,POINT (-83.42141723632812 45.06061935424805),551,211025,17,Typha,193394.997388,3115.21880297,45.0605316662,-83.4220957639
12827,128,-83.45044,45.002968,2023-05-11 18:00:00,4745,POINT (-83.450439453125 45.002967834472656),792,229868,16,Schoenoplectus,460773.673642,5411.35888087,45.0021693756,-83.4514943321
12828,128,-83.42804,45.05692,2023-06-02 00:00:00,4746,POINT (-83.42803955078125 45.05691909790039),568,212281,18,Phragmites,47087.2626076,1148.23664135,45.057184955,-83.4281232187
12829,128,-83.42676,45.05896,2023-06-03 12:00:00,4747,POINT (-83.4267578125 45.0589599609375),554,211596,17,Typha,77357.7040764,1312.27095504,45.05897619,-83.427172547
12830,128,-83.42996,45.057533,2023-01-01 00:00:00,4748,POINT (-83.42996215820312 45.057533264160156),564,212031,18,Phragmites,6726.74339104,409.655253256,45.0575425061,-83.4298279966
12831,128,-83.45053,45.00215,2023-05-11 06:00:00,4749,POINT (-83.45053100585938 45.00215148925781),792,229868,16,Schoenoplectus,460773.673642,5411.35888087,45.0021693756,-83.4514943321
12832,128,-83.41968,45.060448,2023-09-01 06:00:00,4750,POINT (-83.419677734375 45.060447692871094),548,210933,18,Phragmites,58859.4407004,1393.29029281,45.0605432102,-83.4199370257
12834,128,-83.36517,45.058334,2023-09-03 00:00:00,4752,POINT (-83.36517333984375 45.05833435058594),577,212743,18,Phragmites,137904.816739,2871.08739125,45.0576374464,-83.3646095777
12835,128,-83.32468,44.889313,2023-05-05 00:00:00,4753,POINT (-83.32467651367188 44.889312744140625),866,259116,18,Phragmites,186680.644686,3034.31263319,44.8897583965,-83.3232037344
12836,128,-83.29544,44.807606,2023-05-17 12:00:00,4754,POINT (-83.29544067382812 44.8076057434082),957,284853,23,Shrub Wetland,22874537.7928,126914.040426,44.8023647956,-83.3029395996
12837,128,-83.42032,45.060417,2023-01-01 06:00:00,4755,POINT (-83.42031860351562 45.06041717529297),548,210933,18,Phragmites,58859.4407004,1393.29029281,45.0605432102,-83.4199370257
12838,128,-83.28641,45.02708,2023-08-06 00:00:00,4756,POINT (-83.28640747070312 45.02708053588867),758,225464,24,Forested Wetland,134101645.299,282204.651063,45.0417249706,-83.3137893506
12839,128,-83.42398,45.06153,2023-01-01 00:00:00,4757,POINT (-83.42398071289062 45.06153106689453),539,210455,15,Emergent Wetland,48769.1125163,1065.79232752,45.0614920962,-83.4238225664
12840,128,-83.40988,45.065964,2023-03-02 00:00:00,4758,POINT (-83.40988159179688 45.06596374511719),506,208300,23,Shrub Wetland,95857.4783186,1393.58088898,45.0660260232,-83.4106087328
12842,128,-83.41873,45.061066,2023-03-02 06:00:00,4760,POINT (-83.41873168945312 45.061065673828125),544,210704,17,Typha,18498.6942477,738.01159619,45.0609845809,-83.4189972786
12844,128,-83.40848,45.066143,2023-01-01 06:00:00,4762,POINT (-83.40847778320312 45.06614303588867),504,208237,17,Typha,85767.3182008,1886.25916711,45.0663015053,-83.4090174232
12901,129,-84.02603,45.49657,2023-01-02 06:00:00,4767,POINT (-84.02603149414062 45.4965705871582),32,12665,15,Emergent Wetland,243728.557694,4507.94289755,45.4966678729,-84.0271342199
12902,129,-83.96716,45.494564,2023-01-02 18:00:00,4768,POINT (-83.9671630859375 45.494564056396484),73,13520,15,Emergent Wetland,307618.730946,4672.35683867,45.4945823946,-83.9674749807
12903,129,-84.017456,45.496037,2023-02-01 12:00:00,4769,POINT (-84.0174560546875 45.496036529541016),41,12888,15,Emergent Wetland,332818.26665,5163.06034544,45.4958927819,-84.0180868896
12905,129,-84.02606,45.49678,2023-12-01 12:00:00,4771,POINT (-84.02606201171875 45.49678039550781),32,12665,15,Emergent Wetland,243728.557694,4507.94289755,45.4966678729,-84.0271342199
12912,129,-84.02042,45.496075,2023-03-09 18:00:00,4778,POINT (-84.02041625976562 45.49607467651367),41,12888,15,Emergent Wetland,332818.26665,5163.06034544,45.4958927819,-84.0180868896
12914,129,-84.1264,45.549427,2023-06-03 00:00:00,4780,POINT (-84.12640380859375 45.5494270324707),3,6245,15,Emergent Wetland,189923.26647,3201.14224196,45.5509230331,-84.1266871113
12915,129,-84.03339,45.49793,2023-05-01 18:00:00,4781,POINT (-84.03338623046875 45.497928619384766),30,12440,15,Emergent Wetland,332813.373373,3441.81859921,45.4976851573,-84.0343719755
12916,129,-84.011444,45.495388,2023-11-20 06:00:00,4782,POINT (-84.01144409179688 45.49538803100586),44,12940,15,Emergent Wetland,102535.499905,2048.33005688,45.4955617486,-84.0118385752
12917,129,-84.04501,45.492653,2023-02-01 18:00:00,4783,POINT (-84.04501342773438 45.492652893066406),70,13451,15,Emergent Wetland,657216.806249,6474.0673754,45.4928139659,-84.0433854991
12918,129,-84.03369,45.497078,2023-08-03 12:00:00,4784,POINT (-84.03369140625 45.49707794189453),30,12440,15,Emergent Wetland,332813.373373,3441.81859921,45.4976851573,-84.0343719755
12919,129,-84.04526,45.49325,2023-02-01 12:00:00,4785,POINT (-84.04525756835938 45.49325180053711),70,13451,15,Emergent Wetland,657216.806249,6474.0673754,45.4928139659,-84.0433854991
12920,129,-84.0448,45.49274,2023-08-03 18:00:00,4786,POINT (-84.0447998046875 45.492740631103516),70,13451,15,Emergent Wetland,657216.806249,6474.0673754,45.4928139659,-84.0433854991
12921,129,-84.04553,45.492477,2023-11-20 06:00:00,4787,POINT (-84.0455322265625 45.49247741699219),70,13451,15,Emergent Wetland,657216.806249,6474.0673754,45.4928139659,-84.0433854991
12922,129,-83.54492,45.35735,2023-02-03 06:00:00,4788,POINT (-83.544921875 45.35734939575195),212,82838,24,Forested Wetland,34411619.1647,126688.018075,45.3466406802,-83.5520858944
1300,13,-83.29169,44.8071,2023-07-14 12:00:00,468,POINT (-83.29168701171875 44.807098388671875),939,281539,15,Emergent Wetland,68955.4854597,1805.28492174,44.8073091372,-83.2918030362
13000,130,-83.40256,43.82441,2023-01-01 00:00:00,4790,POINT (-83.40255737304688 43.82440948486328),2762,731187,14,Aquatic Bed,11041687.5295,65703.7986456,43.8244235365,-83.4050339239
13001,130,-83.40457,43.82441,2023-01-01 00:00:00,4791,POINT (-83.40457153320312 43.82440948486328),2762,731187,14,Aquatic Bed,11041687.5295,65703.7986456,43.8244235365,-83.4050339239
13002,130,-83.394165,43.824085,2023-01-01 06:00:00,4792,POINT (-83.3941650390625 43.8240852355957),2632,719057,15,Emergent Wetland,146305.034754,2378.79314719,43.824843704,-83.3936226497
13003,130,-83.39523,43.82376,2023-01-01 06:00:00,4793,POINT (-83.39523315429688 43.823760986328125),2642,720056,14,Aquatic Bed,97536.5529633,1886.69373558,43.8233009652,-83.3953869997
13004,130,-83.39642,43.82348,2023-01-01 06:00:00,4794,POINT (-83.39642333984375 43.82347869873047),2643,720296,17,Typha,516270.656322,4102.51593202,43.8240575061,-83.3964879329
13005,130,-83.40457,43.81441,2023-01-01 00:00:00,4795,POINT (-83.40457153320312 43.81441116333008),2725,728960,17,Typha,2515754.42052,12796.4123642,43.8157662748,-83.4033955126
13006,130,-83.40256,43.81441,2023-01-01 00:00:00,4796,POINT (-83.40255737304688 43.81441116333008),2725,728960,17,Typha,2515754.42052,12796.4123642,43.8157662748,-83.4033955126
13007,130,-83.40457,43.81641,2023-01-01 00:00:00,4797,POINT (-83.40457153320312 43.816410064697266),2725,728960,17,Typha,2515754.42052,12796.4123642,43.8157662748,-83.4033955126
13008,130,-83.396576,43.82241,2023-01-01 00:00:00,4798,POINT (-83.39657592773438 43.822410583496094),2643,720296,17,Typha,516270.656322,4102.51593202,43.8240575061,-83.3964879329
13009,130,-83.40256,43.81641,2023-01-01 00:00:00,4799,POINT (-83.40255737304688 43.816410064697266),2725,728960,17,Typha,2515754.42052,12796.4123642,43.8157662748,-83.4033955126
13010,130,-83.39557,43.822727,2023-01-01 06:00:00,4800,POINT (-83.39556884765625 43.82272720336914),2642,720056,14,Aquatic Bed,97536.5529633,1886.69373558,43.8233009652,-83.3953869997
13011,130,-83.39667,43.82243,2023-01-01 06:00:00,4801,POINT (-83.39666748046875 43.82242965698242),2643,720296,17,Typha,516270.656322,4102.51593202,43.8240575061,-83.3964879329
13012,130,-83.40256,43.82041,2023-01-01 00:00:00,4802,POINT (-83.40255737304688 43.820411682128906),2810,738524,18,Phragmites,7382407.29994,49046.690657,43.8105035565,-83.4126932992
13013,130,-83.40457,43.82041,2023-01-01 00:00:00,4803,POINT (-83.40457153320312 43.820411682128906),2810,738524,18,Phragmites,7382407.29994,49046.690657,43.8105035565,-83.4126932992
13014,130,-83.3974,43.819847,2023-02-01 06:00:00,4804,POINT (-83.39739990234375 43.819847106933594),2663,723574,15,Emergent Wetland,410325.747346,3198.95208113,43.8193512532,-83.3965855264
13015,130,-83.40057,43.82441,2023-01-01 00:00:00,4805,POINT (-83.40057373046875 43.82440948486328),2810,738524,18,Phragmites,7382407.29994,49046.690657,43.8105035565,-83.4126932992
13016,130,-83.39603,43.82029,2023-01-01 06:00:00,4806,POINT (-83.39602661132812 43.820289611816406),2663,723574,15,Emergent Wetland,410325.747346,3198.95208113,43.8193512532,-83.3965855264
13017,130,-83.39703,43.819958,2023-01-01 06:00:00,4807,POINT (-83.39703369140625 43.8199577331543),2663,723574,15,Emergent Wetland,410325.747346,3198.95208113,43.8193512532,-83.3965855264
13018,130,-83.40457,43.81841,2023-01-01 00:00:00,4808,POINT (-83.40457153320312 43.81840896606445),2725,728960,17,Typha,2515754.42052,12796.4123642,43.8157662748,-83.4033955126
13019,130,-83.406555,43.81841,2023-01-01 00:00:00,4809,POINT (-83.40655517578125 43.81840896606445),2762,731187,14,Aquatic Bed,11041687.5295,65703.7986456,43.8244235365,-83.4050339239
1302,13,-83.29401,44.806557,2023-08-05 18:00:00,470,POINT (-83.29400634765625 44.806556701660156),957,284853,23,Shrub Wetland,22874537.7928,126914.040426,44.8023647956,-83.3029395996
13020,130,-83.397095,43.818653,2023-01-01 06:00:00,4810,POINT (-83.3970947265625 43.81865310668945),2663,723574,15,Emergent Wetland,410325.747346,3198.95208113,43.8193512532,-83.3965855264
13021,130,-83.40457,43.82241,2023-01-01 00:00:00,4811,POINT (-83.40457153320312 43.822410583496094),2762,731187,14,Aquatic Bed,11041687.5295,65703.7986456,43.8244235365,-83.4050339239
13022,130,-83.39499,43.826324,2023-01-01 06:00:00,4812,POINT (-83.39498901367188 43.826324462890625),2628,718386,14,Aquatic Bed,277474.883291,3527.66014292,43.8260416481,-83.3945216818
13023,130,-83.39496,43.82828,2023-02-01 06:00:00,4813,POINT (-83.39495849609375 43.82828140258789),2618,716657,18,Phragmites,1597583.42907,10500.0118023,43.8294672835,-83.3940266733
13024,130,-83.39349,43.827404,2023-01-01 06:00:00,4814,POINT (-83.39349365234375 43.8274040222168),2618,716657,18,Phragmites,1597583.42907,10500.0118023,43.8294672835,-83.3940266733
